Gene_ID	Gene_Name	CV_R2	kernel	degree	C	time.s.
ENSG00000204219.5	TCEA3	0.0144867987737039	rbf	2	0.5	1619.68510890007
ENSG00000168528.7	SERINC2	0.0753348844413169	rbf	2	1	2113.69677639008
ENSG00000090020.6	SLC9A1	0.00459132136470744	poly	7	0.005	1611.41813921928
ENSG00000142655.8	PEX14	0.0502607413476994	rbf	2	0.1	1401.84249734879
ENSG00000130939.14	UBE4B	0.0332446967242438	poly	6	0.05	1305.74019527435
ENSG00000219481.6	NBPF1	0.00499752432313991	poly	7	0.005	1895.58883047104
ENSG00000117298.10	ECE1	0.00526569499264073	poly	7	0.01	2444.44687271118
ENSG00000169442.4	CD52	0.611430400061906	poly	2	2	1493.94035553932
ENSG00000117751.13	PPP1R8	-0.0024429106940784	poly	6	5e-04	1538.84187746048
ENSG00000134644.11	PUM1	0.0929939026719188	rbf	2	0.5	2393.47473430634
ENSG00000116251.5	RPL22	0.00844517845987047	poly	7	0.01	1776.88169598579
ENSG00000127054.14	CPSF3L	0.0167742850948924	rbf	2	0.05	383.352181196213
ENSG00000075151.15	EIF4G3	3.78410950679919e-05	poly	4	0.01	2253.0397901535
ENSG00000009709.7	PAX7	-0.00974430760863871	rbf	2	0.05	2171.53614258766
ENSG00000198746.8	GPATCH3	-0.00400291822862178	sigmoid	2	1e-04	1414.12457680702
ENSG00000049239.8	H6PD	0.0828989820557325	linear	2	5e-04	1206.76732039452
ENSG00000127481.10	UBR4	0.00509557475415723	poly	3	0.05	1877.57075071335
ENSG00000142599.13	RERE	0.0495465208923322	poly	3	0.05	1827.0341091156
ENSG00000157881.9	PANK4	-0.00142419982800912	sigmoid	2	0.1	1138.1592912674
ENSG00000196581.6	AJAP1	-0.0106080578057293	rbf	2	0.05	2355.91205716133
ENSG00000187583.5	PLEKHN1	-0.00507631722343667	poly	7	1e-04	254.408443450928
ENSG00000171608.11	PIK3CD	0.00119798047566078	poly	4	0.01	1363.06601262093
ENSG00000157978.7	LDLRAP1	-0.0112682598751424	sigmoid	2	1e-04	1721.94022512436
ENSG00000000938.8	FGR	-0.00555007517445008	poly	5	0.01	1320.20809078217
ENSG00000253368.3	TRNP1	0.327011027072797	linear	2	5e-04	1675.94257998466
ENSG00000162438.7	CTRC	-0.00329568112865477	rbf	2	0.01	1900.51534605026
ENSG00000133226.12	SRRM1	0.0061791428017449	sigmoid	2	0.5	1504.17794179916
ENSG00000132906.13	CASP9	0.0787399639322289	linear	2	1e-04	1995.06889629364
ENSG00000159423.12	ALDH4A1	-0.0132123769109076	rbf	2	0.005	1923.69228482246
ENSG00000142733.10	MAP3K6	-0.0142976574376917	poly	4	1e-04	1343.4178647995
ENSG00000078369.13	GNB1	-0.0118599083454399	sigmoid	2	1e-04	838.720044136047
ENSG00000142675.13	CNKSR1	-0.0308783299008882	rbf	2	0.01	1450.01317477226
ENSG00000097021.14	ACOT7	0.0725187913810239	sigmoid	2	2	1601.56631302834
ENSG00000133216.12	EPHB2	0.0082642305313005	sigmoid	2	0.5	2084.37673449516
ENSG00000126709.10	IFI6	-0.00704509507805304	poly	5	1e-04	1250.14485621452
ENSG00000130940.10	CASZ1	-0.0169230099827828	sigmoid	2	0.01	1277.05506753922
ENSG00000173369.11	C1QB	0.0314337261068012	rbf	2	0.5	1825.13818478584
ENSG00000117748.5	RPA2	0.353295758147299	linear	2	5e-04	1445.28487968445
ENSG00000169403.7	PTAFR	0.00389965642158563	poly	6	0.005	1347.45334839821
ENSG00000053372.4	MRTO4	0.0389061630262821	sigmoid	2	1	1790.51723241806
ENSG00000132881.7	RSG1	-0.00746584169338065	poly	2	0.05	1453.29250359535
ENSG00000183726.6	TMEM50A	0.0100806148701368	sigmoid	2	0.5	1824.6189031601
ENSG00000158161.11	EYA3	0.00788760878449679	sigmoid	2	0.1	1327.11653923988
ENSG00000090686.11	USP48	0.0189619295793289	sigmoid	2	0.5	1854.64769935608
ENSG00000198830.6	HMGN2	0.039073418010952	linear	2	5e-04	1396.21246600151
ENSG00000116663.6	FBXO6	-0.00566388029696836	rbf	2	0.001	1154.13479781151
ENSG00000176022.3	B3GALT6	0.145075081714561	linear	2	0.005	323.54717040062
ENSG00000011009.6	LYPLA2	-0.0301662447885034	poly	4	0.005	1475.67262911797
ENSG00000130764.5	LRRC47	0.031242356349451	sigmoid	2	0.5	1585.20361065865
ENSG00000142676.8	RPL11	0.0133219547520572	poly	3	0.05	1491.49771165848
ENSG00000188529.10	SRSF10	-0.00207440534771819	poly	5	0.005	1550.50435376167
ENSG00000011007.7	TCEB3	0.210847274718422	poly	3	0.1	1469.21032905579
ENSG00000242485.1	MRPL20	0.0864187340638318	poly	2	0.05	476.655101299286
ENSG00000116288.8	PARK7	0.0105645547666294	poly	2	0.05	1593.00112748146
ENSG00000175087.5	PDIK1L	0.00681421598663803	sigmoid	2	0.1	1326.02914381027
ENSG00000158156.7	XKR8	0.00543194718375297	rbf	2	0.5	1281.3777384758
ENSG00000179051.9	RCC2	0.0280072880872372	rbf	2	0.5	1486.02527856827
ENSG00000077549.13	CAPZB	-0.00532935685897371	sigmoid	2	0.05	1888.58387804031
ENSG00000007968.6	E2F2	0.0289298002230721	poly	7	0.005	1374.34154510498
ENSG00000169598.11	DFFB	0.0208313976365506	linear	2	1e-04	1644.98521614075
ENSG00000175707.7	C1orf172	-0.0082254651199839	rbf	2	0.1	1365.17848730087
ENSG00000049247.9	UTS2	0.46469914051064	rbf	2	2	1438.14318227768
ENSG00000028137.12	TNFRSF1B	-0.00759312556550769	poly	7	1e-04	1257.56789016724
ENSG00000070831.11	CDC42	0.113946606455517	rbf	2	0.5	1816.99155902863
ENSG00000004487.11	KDM1A	-0.00720961108205815	poly	3	0.01	1428.22784161568
ENSG00000142677.3	IL22RA1	-0.00372383567980625	sigmoid	2	1e-04	1559.42859625816
ENSG00000142583.13	SLC2A5	0.0784793658768424	rbf	2	0.5	1251.29214501381
ENSG00000162441.7	LZIC	-0.0181906021487604	sigmoid	2	0.05	1051.49244022369
ENSG00000074964.12	ARHGEF10L	-0.00174538570872391	sigmoid	2	1e-04	1679.19552969933
ENSG00000127483.13	HP1BP3	-0.00106529729379108	sigmoid	2	0.5	1756.62714076042
ENSG00000117676.9	RPS6KA1	0.0150438065060831	poly	6	0.01	1539.22854566574
ENSG00000116731.18	PRDM2	-0.00254618116596701	sigmoid	2	1e-04	1365.80426979065
ENSG00000117713.13	ARID1A	-0.00648481950644733	sigmoid	2	0.1	1416.78869223595
ENSG00000173372.12	C1QA	0.000812052132637819	poly	2	0.05	1694.89657855034
ENSG00000126698.6	DNAJC8	0.240991466738568	linear	2	5e-04	1327.7300131321
ENSG00000008130.11	NADK	-0.0011095413750696	sigmoid	2	1e-04	729.083228349686
ENSG00000162496.4	DHRS3	-0.01840408619365	rbf	2	0.05	1007.55670881271
ENSG00000160087.16	UBE2J2	-0.00788550580450193	sigmoid	2	1e-04	327.116114377975
ENSG00000054523.12	KIF1B	0.219984810305213	poly	2	0.5	1067.4214682579
ENSG00000169991.6	IFFO2	0.0180357647444278	sigmoid	2	0.5	1810.89531636238
ENSG00000074800.9	ENO1	0.000190926633756372	poly	6	0.005	1348.23186087608
ENSG00000159023.14	EPB41	-0.000625779519004022	sigmoid	2	0.1	1582.47111773491
ENSG00000037637.6	FBXO42	-0.00534443888676592	rbf	2	0.005	1555.33688569069
ENSG00000116786.7	PLEKHM2	0.0584649073233506	poly	3	0.1	1792.07966470718
ENSG00000070886.6	EPHA8	-0.0048450320645256	sigmoid	2	1e-04	1727.19040775299
ENSG00000159339.9	PADI4	0.203476733295427	poly	4	0.5	1479.69129514694
ENSG00000169504.10	CLIC4	0.130719713757941	rbf	2	0.5	1502.30984377861
ENSG00000001461.12	NIPAL3	0.00689047728999319	poly	2	0.05	1370.54319882393
ENSG00000130695.9	CEP85	0.0367795461214998	poly	3	0.05	1320.30504226685
ENSG00000157870.10	FAM213B	0.0517309132048002	poly	2	0.05	1050.91606450081
ENSG00000158825.5	CDA	0.446020016288579	rbf	2	2	1661.34487915039
ENSG00000158828.5	PINK1	0.0197904419812968	rbf	2	0.5	1763.98444461823
ENSG00000117614.5	SYF2	-0.00920825966138272	rbf	2	0.1	1693.56314587593
ENSG00000169972.7	PUSL1	-0.00554613552266861	poly	5	1e-04	332.86200761795
ENSG00000157191.15	NECAP2	0.298113770499399	linear	2	5e-04	1548.06130433083
ENSG00000117308.10	GALE	-0.00476257804562978	sigmoid	2	0.1	1491.0577917099
ENSG00000117643.10	MAN1C1	-0.0319055075100722	poly	7	0.001	1554.89939236641
ENSG00000053371.8	AKR7A2	0.0402233532434089	poly	6	0.1	1680.08342456818
ENSG00000116809.7	ZBTB17	-0.0137330471367994	poly	7	0.001	1493.26956319809
ENSG00000160049.7	DFFA	-0.00865705597557036	sigmoid	2	1e-04	1117.27472949028
ENSG00000221978.7	CCNL2	-0.000525113352379125	poly	4	5e-04	447.164791345596
ENSG00000177000.6	MTHFR	0.167869424501599	rbf	2	1	1174.24792051315
ENSG00000048707.9	VPS13D	-0.0158601068927547	rbf	2	0.1	1045.45147681236
ENSG00000125945.9	ZNF436	-0.00674215826205891	sigmoid	2	1e-04	1397.79063344002
ENSG00000142684.7	ZNF593	0.225429918475037	linear	2	5e-04	5479.79668331146
ENSG00000116688.12	MFN2	0.17028131997533	poly	2	2	1124.12224674225
ENSG00000171824.9	EXOSC10	-0.0176552503697193	sigmoid	2	0.05	1369.89454889297
ENSG00000007923.11	DNAJC11	-0.020406422212107	sigmoid	2	1e-04	1335.69674825668
ENSG00000116213.11	WRAP73	0.00118008430334706	sigmoid	2	0.1	1362.28208184242
ENSG00000175756.9	AURKAIP1	0.00209036641940807	poly	2	0.005	435.217669487
ENSG00000060642.6	PIGV	-0.00517562861113841	sigmoid	2	1e-04	1415.64577436447
ENSG00000158006.9	PAFAH2	-0.00231877983819875	rbf	2	1.5	1339.73027944565
ENSG00000204510.1	PRAMEF7	-0.0281368999342591	sigmoid	2	1e-04	852.93483543396
ENSG00000117305.10	HMGCL	-0.00137869185331163	sigmoid	2	1e-04	1685.19591140747
ENSG00000157933.9	SKI	-0.0139640587426757	sigmoid	2	1e-04	999.83996796608
ENSG00000188157.9	AGRN	-0.0128025448200483	sigmoid	2	0.005	232.699872970581
ENSG00000049249.4	TNFRSF9	0.0860713969574589	poly	6	0.05	1570.47179198265
ENSG00000197429.6	IPP	-0.0126852678294338	rbf	2	0.001	2031.93744635582
ENSG00000092847.6	AGO1	0.00248987415533322	poly	4	0.01	1415.48956608772
ENSG00000162616.8	DNAJB4	0.0113923792850371	poly	2	0.05	2067.175563097
ENSG00000162613.12	FUBP1	0.00198064791226185	poly	7	0.01	2042.23508405685
ENSG00000171812.6	COL8A2	0.0122076316683543	poly	4	0.05	1421.84979581833
ENSG00000116791.9	CRYZ	0.690162924205034	linear	2	0.001	2018.67034077644
ENSG00000084623.7	EIF3I	-0.0130676327763293	poly	2	0.01	1814.07991051674
ENSG00000185104.15	FAF1	-0.000560991815730572	rbf	2	0.1	1504.88518762589
ENSG00000086015.15	MAST2	-0.010321069296148	sigmoid	2	0.05	2068.88868689537
ENSG00000122420.5	PTGFR	-0.0167989976783276	sigmoid	2	0.1	2338.68512606621
ENSG00000162384.9	C1orf123	0.0230289583803364	linear	2	1e-04	1860.05836796761
ENSG00000116514.12	RNF19B	0.00381741229852783	poly	6	0.005	1759.94261598587
ENSG00000116898.7	MRPS15	0.00798494157436263	sigmoid	2	0.5	1506.58945202827
ENSG00000177606.5	JUN	-0.00489717740146116	poly	7	0.01	2202.43353414536
ENSG00000117394.15	SLC2A1	-0.0158731972470872	sigmoid	2	0.05	2059.76335167885
ENSG00000132768.9	DPH2	-0.00684756015209378	poly	5	0.005	1768.84491562843
ENSG00000162517.8	PEF1	0.000184706776871479	poly	7	0.001	1687.45445847511
ENSG00000162368.9	CMPK1	0.0521796604574597	linear	2	1e-04	2040.05754065514
ENSG00000116212.10	LRRC42	0.00459336054548347	poly	5	0.01	2107.27233839035
ENSG00000116497.13	S100PBP	0.00079305494081976	rbf	2	0.1	1636.70692157745
ENSG00000172410.4	INSL5	-0.0194432963299236	sigmoid	2	1e-04	2431.86707448959
ENSG00000142856.12	ITGB3BP	0.585901939012026	poly	2	1	2231.30110502243
ENSG00000084073.4	ZMPSTE24	-0.0182243618274615	poly	7	0.01	1828.33322668076
ENSG00000065978.13	YBX1	0.000630492838323438	poly	6	0.005	2100.40974140167
ENSG00000174574.11	AKIRIN1	0.0200041779991629	poly	7	0.01	1541.5677587986
ENSG00000132122.7	SPATA6	-0.0167904152348062	sigmoid	2	1e-04	1911.57623815536
ENSG00000162604.8	TM2D1	0.013937792646046	rbf	2	1	2059.30399370193
ENSG00000163866.8	SMIM12	-0.0107771366973064	sigmoid	2	0.05	1685.93846511841
ENSG00000085998.9	POMGNT1	-0.00424143875754028	sigmoid	2	0.01	1998.62656784058
ENSG00000183317.12	EPHA10	-0.00286111009489516	rbf	2	0.05	1619.58361291885
ENSG00000117481.5	NSUN4	-0.0037608086454175	poly	7	5e-04	2233.71644163132
ENSG00000197982.11	C1orf122	0.216492881596459	sigmoid	2	1	1598.65260052681
ENSG00000126088.8	UROD	0.141041748736435	poly	4	0.05	1619.05861926079
ENSG00000159214.8	CCDC24	0.0489670388249773	poly	2	0.1	1900.09336686134
ENSG00000117834.8	SLC5A9	-0.00149847446803049	rbf	2	0.1	1691.59292650223
ENSG00000116717.7	GADD45A	0.000470459623969099	sigmoid	2	0.1	2130.27485322952
ENSG00000134717.13	BTF3L4	0.0684031991740694	sigmoid	2	0.5	1487.59165501595
ENSG00000187815.5	ZFP69	-0.00412550113963985	poly	7	5e-04	1969.57483959198
ENSG00000160050.10	CCDC28B	-0.00314676009133377	sigmoid	2	1e-04	1880.82578086853
ENSG00000163875.11	MEAF6	-0.00159617917895152	rbf	2	0.5	1635.60533356667
ENSG00000214114.4	MYCBP	-0.0181503375220193	rbf	2	0.1	1472.17713427544
ENSG00000117408.6	IPO13	-0.00135152785692942	poly	7	0.001	1802.86091852188
ENSG00000213625.4	LEPROT	0.174051094526555	rbf	2	1	2069.90951776505
ENSG00000162390.13	ACOT11	-0.00661910839762163	rbf	2	0.1	2236.63372039795
ENSG00000085832.12	EPS15	0.0642395839339527	linear	2	5e-04	1171.13407444954
ENSG00000132780.12	NASP	0.0192931955247928	poly	5	0.01	1952.72779965401
ENSG00000204084.8	INPP5B	0.0370279804748247	poly	5	0.05	1642.59292030334
ENSG00000162378.8	ZYG11B	0.114509399311789	linear	2	1e-04	1903.78014063835
ENSG00000162599.11	NFIA	0.00174997461866939	poly	2	0.05	2475.29483556747
ENSG00000134744.9	ZCCHC11	-0.0218542566428204	sigmoid	2	0.005	1883.0697619915
ENSG00000116871.11	MAP7D1	0.00485064520899476	poly	7	0.01	1498.03713393211
ENSG00000253313.1	C1orf210	-0.00937284846757977	sigmoid	2	1e-04	2176.99678468704
ENSG00000081870.7	HSPB11	0.0132881052131677	poly	7	0.05	1955.52943086624
ENSG00000134684.6	YARS	-0.01903546090609	poly	7	0.001	1367.80849695206
ENSG00000157216.11	SSBP3	0.00784332672360359	poly	7	0.05	2224.88821554184
ENSG00000084070.7	SMAP2	0.00258264856853128	sigmoid	2	0.5	1809.4243748188
ENSG00000054118.9	THRAP3	-0.00203942453520747	rbf	2	0.1	1612.67524409294
ENSG00000118454.8	ANKRD13C	-0.0126857599830848	sigmoid	2	0.1	2025.58951401711
ENSG00000163874.8	ZC3H12A	-0.0121162565091628	sigmoid	2	1e-04	1634.53394699097
ENSG00000162433.10	AK4	0.0746951195226736	rbf	2	0.5	2106.8199634552
ENSG00000066322.8	ELOVL1	0.00279139464229805	poly	7	0.005	1960.42771911621
ENSG00000196182.6	STK40	-0.019170047892435	sigmoid	2	1e-04	1544.50705051422
ENSG00000183431.7	SF3A3	-0.0105568844721488	poly	7	0.5	1621.05072927475
ENSG00000117054.9	ACADM	0.164500049738417	rbf	2	1	2288.51544809341
ENSG00000116157.5	GPX7	0.507504074458223	linear	2	0.001	1734.83709478378
ENSG00000123472.8	ATPAF1	0.207694282188888	linear	2	1e-04	1958.58183264732
ENSG00000172456.12	FGGY	0.0440411118547552	linear	2	1e-04	2278.98558950424
ENSG00000184588.13	PDE4B	-0.0264581011795623	sigmoid	2	1e-04	2611.81670928001
ENSG00000117450.9	PRDX1	0.0533655284309501	poly	2	0.1	1747.21804642677
ENSG00000183520.7	UTP11L	0.0267914372049108	poly	3	0.1	1731.9425098896
ENSG00000162407.8	PPAP2B	-0.00316194682818938	rbf	2	0.1	2460.57543468475
ENSG00000178028.9	DMAP1	-0.000684442487692083	rbf	2	0.01	1674.6065762043
ENSG00000142694.6	EVA1B	0.00293451436455898	poly	7	0.005	1495.59270334244
ENSG00000160058.14	BSDC1	-0.00912669152756074	sigmoid	2	1e-04	1572.79558801651
ENSG00000142686.7	C1orf216	0.0703317395474752	poly	2	0.1	1409.41730999947
ENSG00000079277.15	MKNK1	0.0131486718674975	linear	2	1e-04	1982.05826807022
ENSG00000116641.11	DOCK7	0.240864879099984	sigmoid	2	1	2660.98534417152
ENSG00000164010.9	ERMAP	0.113021959232309	linear	2	0.001	2128.78124809265
ENSG00000117410.9	ATP6V0B	0.030907199872454	poly	7	0.01	1835.80351400375
ENSG00000123080.6	CDKN2C	-0.0106330466024964	poly	5	0.005	1331.80772471428
ENSG00000123091.4	RNF11	-0.00387222123437958	sigmoid	2	1e-04	1400.06772136688
ENSG00000070759.12	TESK2	0.032011502666425	poly	2	0.1	1801.41673445702
ENSG00000117385.11	LEPRE1	-0.0033963575839014	poly	5	0.01	2176.36267781258
ENSG00000116560.6	SFPQ	0.00435750413192038	sigmoid	2	0.1	1548.65883684158
ENSG00000117419.10	ERI3	-0.00327013547847135	poly	7	0.001	1693.07800841331
ENSG00000117010.11	ZNF684	-0.00574620728856856	sigmoid	2	1e-04	1858.16241383553
ENSG00000162600.7	OMA1	0.181850337829394	rbf	2	1	2529.47383284569
ENSG00000116922.9	C1orf109	0.015240540767544	rbf	2	0.5	1677.48045778275
ENSG00000162521.14	RBBP4	0.0390911791312394	sigmoid	2	0.5	1457.7020418644
ENSG00000132773.7	TOE1	-0.000374895157893085	poly	7	0.001	1670.2234480381
ENSG00000078618.15	NRD1	0.00281988503639443	poly	7	0.01	1467.4065413475
ENSG00000181817.5	LSM10	-0.00252963371462334	rbf	2	0.005	1358.4893219471
ENSG00000116954.7	RRAGC	-0.00630942448672385	rbf	2	0.005	1378.35680985451
ENSG00000164008.9	C1orf50	0.0208447854793576	poly	7	0.01	2003.65045571327
ENSG00000117411.12	B4GALT2	-0.00478336059938464	sigmoid	2	1e-04	1657.69562363625
ENSG00000116205.6	TCEANC2	0.0897486796245162	sigmoid	2	2	1867.28205323219
ENSG00000197568.9	HHLA3	-0.010068333875946	poly	7	1e-04	1903.13626503944
ENSG00000198160.10	MIER1	0.0829485543442503	sigmoid	2	1.5	2136.09705018997
ENSG00000116985.6	BMP8B	-0.0148197500079418	poly	4	0.001	1585.21200227737
ENSG00000116171.12	SCP2	0.18634450881802	rbf	2	1	1747.43637347221
ENSG00000126070.14	AGO3	-0.0249659197949745	sigmoid	2	1e-04	1356.35709762573
ENSG00000159596.6	TMEM69	0.0357008152800844	poly	5	0.01	1688.96414232254
