Gene_ID	Gene_Name	CV_R2	n_neigbors	weights	p	time.s.
ENSG00000142632.11	ARHGEF19	0.141745779407693	27	distance	1	1929.8470518589
ENSG00000162482.4	AKR7A3	0.00286432703918218	13	distance	1	2421.93193292618
ENSG00000142669.9	SH3BGRL3	0.197590806275269	31	distance	1	1638.45197796822
ENSG00000175206.6	NPPA	-0.0240098366229154	31	distance	1	1764.64754056931
ENSG00000120948.11	TARDBP	-0.0294755416317316	31	uniform	1	1822.10767841339
ENSG00000198793.8	MTOR	-0.0333297041408181	23	distance	2	1976.53488564491
ENSG00000117640.13	MTFR1L	-0.0126893031902388	21	uniform	3	1817.84110808372
ENSG00000117682.12	DHDDS	-0.0291257647461798	31	distance	3	1678.03683137894
ENSG00000160075.10	SSU72	0.0960564828967461	31	uniform	2	508.036774873734
ENSG00000049245.8	VAMP3	0.00188657422893796	25	distance	2	2210.0055835247
ENSG00000204160.6	ZDHHC18	-0.00559798463239711	27	distance	1	1720.78972625732
ENSG00000117118.5	SDHB	-0.0108038232772968	11	uniform	1	2110.60143280029
ENSG00000158195.6	WASF2	-0.0488133023867489	31	uniform	3	1617.23142385483
ENSG00000162511.7	LAPTM5	-0.00878023332260798	31	uniform	1	3159.99895215034
ENSG00000198492.10	YTHDF2	-0.0170118451334552	29	uniform	3	1609.46919727325
ENSG00000131697.13	NPHP4	-0.0194171302955332	27	distance	1	2468.23717212677
ENSG00000189409.8	MMP23B	-0.0449804293224102	31	uniform	2	575.837124586105
ENSG00000117115.8	PADI2	-0.00131368860418117	31	uniform	3	2030.94051456451
ENSG00000116350.11	SRSF4	-0.024574343935892	31	uniform	1	1877.69115948677
ENSG00000142751.10	GPN2	-0.0232298003643955	31	uniform	1	1691.87125563622
ENSG00000116649.5	SRM	-0.0324093134175326	31	uniform	1	1861.26439714432
ENSG00000159363.13	ATP13A2	-0.0588519285169385	29	uniform	1	2111.5495159626
ENSG00000069424.10	KCNAB2	-0.0423333999523103	31	uniform	1	2300.57310175896
ENSG00000067606.11	PRKCZ	-0.0437243841001787	25	uniform	1	1009.31643247604
ENSG00000178585.10	CTNNBIP1	-0.0388504607159035	31	uniform	1	1740.4441845417
ENSG00000116691.6	MIIP	-0.0280397051926688	31	distance	2	1602.4345240593
ENSG00000009780.11	FAM76A	-0.013864906542108	31	uniform	2	1412.32694888115
ENSG00000197785.9	ATAD3A	-0.0439621952609784	31	uniform	3	457.291711330414
ENSG00000120656.7	TAF12	-0.0188349787197746	31	uniform	3	1731.12523365021
ENSG00000078808.12	SDF4	-0.0121522737152293	27	uniform	3	291.930334091187
ENSG00000186501.9	TMEM222	-0.0424377979345708	27	distance	1	1432.68064951897
ENSG00000142606.11	MMEL1	0.103525372829882	31	uniform	1	1095.95437550545
ENSG00000162585.12	C1orf86	0.0194933936015551	29	uniform	2	1019.95065379143
ENSG00000049246.10	PER3	-0.0229824744773733	23	distance	3	2300.24094009399
ENSG00000157873.13	TNFRSF14	0.00867472962886546	17	uniform	3	1117.14276432991
ENSG00000173436.9	MINOS1	-0.0302050976324308	31	uniform	1	2540.3132390976
ENSG00000117602.7	RCAN3	-0.0153695168952894	31	uniform	2	1822.46160912514
ENSG00000142657.16	PGD	-0.0691596673639376	31	distance	1	1330.14723324776
ENSG00000130770.13	ATPIF1	0.153443365585139	23	distance	3	1685.31565642357
ENSG00000162444.11	RBP7	0.0751786663522781	27	distance	1	1568.37963533401
ENSG00000204138.8	PHACTR4	0.0895864178673615	25	distance	1	1847.60134124756
ENSG00000158292.6	GPR153	-0.0706021447119449	27	uniform	1	2123.07402276993
ENSG00000171729.9	TMEM51	0.230313046203383	13	distance	1	2697.73588323593
ENSG00000188976.6	NOC2L	-0.0057964832961233	29	distance	2	239.891753673553
ENSG00000188290.6	HES4	-0.00860759333849173	19	uniform	3	246.70821595192
ENSG00000244038.5	DDOST	-0.0234143596823316	29	distance	1	2502.9319319725
ENSG00000184677.12	ZBTB40	-0.0680754443126467	29	uniform	3	2672.84809327126
ENSG00000117318.8	ID3	-0.0150498817229608	29	uniform	2	2020.96813249588
ENSG00000117616.13	C1orf63	-0.0661162837486408	29	uniform	1	2406.64406466484
ENSG00000008128.18	CDK11A	-0.0364929173184747	27	uniform	1	589.958982229233
ENSG00000159189.7	C1QC	-0.0110318925115595	31	uniform	2	2446.57990574837
ENSG00000182749.5	PAQR7	-0.0506866176703904	27	distance	3	1804.11378026009
ENSG00000142634.8	EFHD2	-0.00851826647505083	31	uniform	2	2640.94536447525
ENSG00000162430.12	SEPN1	-0.0702470924551748	31	distance	3	1896.45604538918
ENSG00000173614.9	NMNAT1	-0.00504819073088212	27	uniform	1	1623.38389468193
ENSG00000116237.11	ICMT	0.000907517843661521	19	distance	2	2071.25815701485
ENSG00000189266.7	PNRC2	-0.0159256608051114	31	uniform	3	1929.07448482513
ENSG00000177674.11	AGTRAP	-0.0548063309285911	31	uniform	1	1753.87051081657
ENSG00000215695.1	RSC1A1	-0.00691591875046707	27	distance	1	2391.01127052307
ENSG00000179163.11	FUCA1	0.129064624792614	19	uniform	2	2041.45454549789
ENSG00000121766.10	ZCCHC17	0.0151985672031374	31	distance	3	2497.5424079895
ENSG00000162419.8	GMEB1	-0.0585935594341065	25	uniform	1	1664.9154958725
ENSG00000131591.13	C1orf159	-0.0220835542983443	27	uniform	2	263.603945016861
ENSG00000204859.7	ZBTB48	-0.0175558458612324	29	uniform	2	2050.43709516525
ENSG00000117215.10	PLA2G2D	-0.063841164160909	23	uniform	1	2370.20392346382
ENSG00000057757.5	PITHD1	-0.00687230703143138	31	distance	3	2106.3916759491
ENSG00000142765.13	SYTL1	-0.0560124794712175	25	uniform	3	1514.57822608948
ENSG00000083444.12	PLOD1	0.0265086585741077	31	uniform	3	1681.04637742043
ENSG00000158062.16	UBXN11	-0.00893281891936251	31	uniform	1	1683.03153061867
ENSG00000117758.9	STX12	-0.0145311913960661	27	distance	3	1509.36322188377
ENSG00000204219.5	TCEA3	0.00678011496043094	31	distance	3	1934.71255111694
ENSG00000168528.7	SERINC2	0.0740616067665259	19	distance	1	2335.10029363632
ENSG00000090020.6	SLC9A1	-0.0150630650848236	31	uniform	1	1717.64885377884
ENSG00000142655.8	PEX14	0.0394697796007503	31	distance	3	1586.11229801178
ENSG00000130939.14	UBE4B	-0.00466755382299493	27	distance	1	1690.68486690521
ENSG00000219481.6	NBPF1	-0.00323384155394533	31	uniform	1	1970.61666822433
ENSG00000117298.10	ECE1	-0.0186490237051442	29	distance	2	2964.45557022095
ENSG00000169442.4	CD52	0.459822126865691	7	distance	2	1720.57550787926
ENSG00000117751.13	PPP1R8	-0.0259576020255829	21	distance	1	1507.83995056152
ENSG00000134644.11	PUM1	0.0883082039032473	19	distance	1	2956.07235360146
ENSG00000116251.5	RPL22	0.00441156076612037	31	uniform	1	2110.79361891747
ENSG00000127054.14	CPSF3L	0.00959472099465786	31	uniform	3	307.736394643784
ENSG00000075151.15	EIF4G3	0.00541696113793024	19	distance	1	3012.24265360832
ENSG00000009709.7	PAX7	-0.0244711031667867	25	uniform	2	2585.00933647156
ENSG00000198746.8	GPATCH3	-0.0304863771900612	31	distance	1	1569.38636732101
ENSG00000049239.8	H6PD	0.0233086446431605	21	uniform	2	1620.40172719955
ENSG00000127481.10	UBR4	-0.00223650954697139	31	uniform	3	2453.47099900246
ENSG00000142599.13	RERE	0.00104441958654924	31	uniform	1	2509.08668804169
ENSG00000157881.9	PANK4	0.00100199430183325	31	uniform	3	1074.75657176971
ENSG00000196581.6	AJAP1	-0.0296137974079389	29	uniform	1	3079.49239587784
ENSG00000187583.5	PLEKHN1	-0.0281502438818193	31	uniform	3	230.894021272659
ENSG00000171608.11	PIK3CD	-0.0194271091949642	29	uniform	2	1660.10164260864
ENSG00000157978.7	LDLRAP1	-0.0467580545730094	29	uniform	1	2096.43286299706
ENSG00000000938.8	FGR	-0.0370493621188181	27	uniform	3	1364.37296891212
ENSG00000253368.3	TRNP1	0.158185817080829	27	uniform	2	1646.16442131996
ENSG00000162438.7	CTRC	-0.0413510233883763	29	uniform	1	2542.03354907036
ENSG00000133226.12	SRRM1	-0.0134153352730692	31	uniform	2	1854.5172419548
ENSG00000132906.13	CASP9	0.0514282254463942	27	distance	1	2500.99916911125
ENSG00000159423.12	ALDH4A1	-0.029734437189262	31	uniform	2	2465.62676286697
ENSG00000142733.10	MAP3K6	-0.0443028609183839	29	uniform	2	1369.83258795738
ENSG00000078369.13	GNB1	-0.0428427675229325	31	uniform	1	659.015131235123
ENSG00000142675.13	CNKSR1	-0.0193149970648304	29	uniform	3	1494.20545768738
ENSG00000097021.14	ACOT7	-0.00621024783200925	31	uniform	2	2118.39222168922
ENSG00000133216.12	EPHB2	0.0113581257042371	31	distance	1	2489.2314927578
ENSG00000126709.10	IFI6	-0.0580893472787229	31	uniform	2	1363.21014881134
ENSG00000130940.10	CASZ1	-0.0645615333113028	27	distance	2	1602.04119086266
ENSG00000173369.11	C1QB	0.00466745830699025	31	uniform	3	2355.09413313866
ENSG00000117748.5	RPA2	0.263515603397887	21	distance	2	1456.88479208946
ENSG00000169403.7	PTAFR	-0.00615495893477869	27	uniform	1	1508.87938857079
ENSG00000053372.4	MRTO4	0.00935647682395166	27	distance	2	2261.37431406975
ENSG00000132881.7	RSG1	-0.0123135954008394	29	uniform	2	1702.55880141258
ENSG00000183726.6	TMEM50A	-0.000801019899047639	29	distance	1	2136.04288649559
ENSG00000158161.11	EYA3	-0.0201731691752793	31	uniform	1	1478.30945205688
ENSG00000090686.11	USP48	-0.00547164773909987	31	uniform	2	2512.21545338631
ENSG00000198830.6	HMGN2	0.0132279252788489	31	distance	3	1552.42954158783
ENSG00000116663.6	FBXO6	-0.0203465500821943	29	uniform	3	1530.15128827095
ENSG00000176022.3	B3GALT6	0.0822703922081754	31	uniform	1	273.291446208954
ENSG00000011009.6	LYPLA2	-0.0406166119047279	31	uniform	2	1871.00997614861
ENSG00000130764.5	LRRC47	0.0154142650122809	31	uniform	1	2046.8809671402
ENSG00000142676.8	RPL11	-0.0130103668255465	27	distance	1	1899.9927072525
ENSG00000188529.10	SRSF10	-0.0184814608714994	31	distance	1	1880.92753815651
ENSG00000011007.7	TCEB3	0.133900036637879	17	uniform	2	1911.32255649567
ENSG00000242485.1	MRPL20	0.0560650746129623	31	distance	3	356.739327430725
ENSG00000116288.8	PARK7	0.00359717647919977	29	uniform	1	2089.20115089417
ENSG00000175087.5	PDIK1L	-0.0251168997277133	31	uniform	1	1447.50245141983
ENSG00000158156.7	XKR8	-0.0188506445224761	21	distance	2	1404.68847632408
ENSG00000179051.9	RCC2	0.0278330635306321	29	distance	3	1892.52672123909
ENSG00000077549.13	CAPZB	-0.0263348986018451	31	uniform	1	2422.48048138618
ENSG00000007968.6	E2F2	-0.0221830058010917	29	uniform	2	1786.89058828354
ENSG00000169598.11	DFFB	-0.0100380362286183	29	uniform	1	2175.8602950573
ENSG00000175707.7	C1orf172	-0.00943140391515382	17	uniform	3	1556.86461877823
ENSG00000049247.9	UTS2	0.344734595423074	19	distance	1	2062.79628396034
ENSG00000028137.12	TNFRSF1B	-0.0381301620634257	25	uniform	1	1439.36196398735
ENSG00000070831.11	CDC42	0.0803484867580682	29	distance	1	2531.41566944122
ENSG00000004487.11	KDM1A	-0.0138145711940719	31	distance	3	1911.3802587986
ENSG00000142677.3	IL22RA1	-0.0169829274012161	27	distance	2	1978.41009473801
ENSG00000142583.13	SLC2A5	0.0589800255302925	25	uniform	2	1716.4657304287
ENSG00000162441.7	LZIC	0.00133753657292208	27	uniform	3	1485.67923378944
ENSG00000074964.12	ARHGEF10L	-0.0243674480797318	31	uniform	3	2111.01619839668
ENSG00000127483.13	HP1BP3	-0.0263676039966181	31	distance	1	2299.43407845497
ENSG00000117676.9	RPS6KA1	0.00547354047782111	31	uniform	2	1593.75542330742
ENSG00000116731.18	PRDM2	-0.0398109830808647	31	distance	3	1788.61147475243
ENSG00000117713.13	ARID1A	-0.00803463774986784	31	uniform	1	1601.77097082138
ENSG00000173372.12	C1QA	-0.0407682536867468	31	uniform	1	2221.99086141586
ENSG00000126698.6	DNAJC8	0.117359327496815	27	distance	3	1477.92876219749
ENSG00000008130.11	NADK	0.00848282264685969	29	uniform	1	550.300500154495
ENSG00000162496.4	DHRS3	0.00225523794777795	29	uniform	1	987.451336622238
ENSG00000160087.16	UBE2J2	-0.0459660215454456	29	distance	1	279.008898258209
ENSG00000054523.12	KIF1B	0.101749795983046	21	distance	1	1459.8004117012
ENSG00000169991.6	IFFO2	0.00635552089703211	29	distance	3	2431.74284362793
ENSG00000074800.9	ENO1	0.00682284950091614	29	uniform	1	1876.92240142822
ENSG00000159023.14	EPB41	-0.0282548801917831	25	uniform	1	1930.07961463928
ENSG00000037637.6	FBXO42	-0.0254273135460006	25	distance	2	1901.33532977104
ENSG00000116786.7	PLEKHM2	0.0496599445046334	21	uniform	1	2196.86174869537
ENSG00000070886.6	EPHA8	-0.0497003413346595	29	uniform	2	2323.4046690464
ENSG00000159339.9	PADI4	0.106590168969642	19	distance	2	1937.87469696999
ENSG00000169504.10	CLIC4	0.123057471559188	19	uniform	3	1905.30447626114
ENSG00000001461.12	NIPAL3	-0.00141506239946525	31	uniform	3	1765.80951094627
ENSG00000130695.9	CEP85	0.0121874474804345	21	distance	2	1468.52156972885
ENSG00000157870.10	FAM213B	0.0623953634102254	27	distance	1	1031.8896882534
ENSG00000158825.5	CDA	0.248711733585213	11	distance	3	2260.57091212273
ENSG00000158828.5	PINK1	0.0248916045087686	23	uniform	3	2276.55761361122
ENSG00000117614.5	SYF2	-0.0167724155048516	31	uniform	3	2075.39387774467
ENSG00000169972.7	PUSL1	-0.0398880928013373	31	uniform	3	284.595281600952
ENSG00000157191.15	NECAP2	0.133296371051698	23	distance	2	1835.71671032906
ENSG00000117308.10	GALE	-0.0102840220404899	31	uniform	1	1865.58903288841
ENSG00000117643.10	MAN1C1	-0.0408408049170013	31	uniform	1	1878.26155471802
ENSG00000053371.8	AKR7A2	0.0109985176230069	23	distance	2	2270.13174462318
ENSG00000116809.7	ZBTB17	-0.0321092838084344	21	uniform	1	1940.06143283844
ENSG00000160049.7	DFFA	-0.0416031311551437	27	uniform	3	1271.09470438957
ENSG00000221978.7	CCNL2	-0.0120885431684009	17	distance	1	353.404315948486
ENSG00000177000.6	MTHFR	0.105476311699838	19	distance	1	1609.70809102058
ENSG00000048707.9	VPS13D	-0.0195784406338093	27	uniform	1	1364.5148627758
ENSG00000125945.9	ZNF436	-0.0366295855350525	31	distance	3	1736.20888829231
ENSG00000142684.7	ZNF593	0.106771785935435	21	uniform	1	1662.27928924561
ENSG00000116688.12	MFN2	0.0488249592408623	31	distance	1	1516.2025976181
ENSG00000171824.9	EXOSC10	-0.0259483025201797	31	distance	1	1718.16337823868
ENSG00000007923.11	DNAJC11	-0.0237006204111644	29	distance	1	1831.6086127758
ENSG00000116213.11	WRAP73	-0.0283805141074406	31	distance	1	1805.97003793716
ENSG00000175756.9	AURKAIP1	-0.0155405832925383	31	uniform	1	342.135129451752
ENSG00000060642.6	PIGV	-0.0296308518924796	31	uniform	3	1551.40121197701
ENSG00000158006.9	PAFAH2	-0.0175111424705293	31	distance	1	1657.51078104973
ENSG00000204510.1	PRAMEF7	-0.0411541898630444	31	uniform	3	771.26796579361
ENSG00000117305.10	HMGCL	-0.0308634443955714	29	uniform	2	1903.68712663651
ENSG00000157933.9	SKI	-0.071887661549366	23	distance	1	1008.54296565056
ENSG00000188157.9	AGRN	-0.0499611644792634	23	uniform	1	222.307072877884
ENSG00000049249.4	TNFRSF9	0.0666112878726628	23	distance	2	2076.97502398491
ENSG00000197429.6	IPP	-0.0453886513634764	31	uniform	2	1813.27163410187
ENSG00000092847.6	AGO1	-0.0169630228228148	31	uniform	1	1389.15516209602
ENSG00000162616.8	DNAJB4	-0.003972170376604	31	uniform	1	2359.28202581406
ENSG00000162613.12	FUBP1	-0.00410350033384044	31	distance	3	2308.22497820854
ENSG00000171812.6	COL8A2	0.0305391329449454	31	uniform	3	1567.21466898918
ENSG00000116791.9	CRYZ	0.296920870866936	15	distance	3	2234.72282671928
ENSG00000084623.7	EIF3I	-0.0291800296754264	31	uniform	1	1728.53034853935
ENSG00000185104.15	FAF1	-0.0107068625808042	29	uniform	3	1505.42657756805
ENSG00000086015.15	MAST2	-0.0662917728716938	31	distance	2	2090.00640535355
ENSG00000122420.5	PTGFR	-0.0262503253951059	31	uniform	3	2689.03412151337
ENSG00000162384.9	C1orf123	0.0117204587170127	31	distance	2	2185.91927957535
ENSG00000116514.12	RNF19B	-0.0208988712515696	31	distance	2	1660.6190636158
ENSG00000116898.7	MRPS15	-0.0246175701328402	31	uniform	1	1794.30208349228
ENSG00000177606.5	JUN	-0.0128042142706144	31	uniform	3	2489.59831881523
ENSG00000117394.15	SLC2A1	-0.0318854623858753	23	uniform	1	2354.35792851448
ENSG00000132768.9	DPH2	-0.00707673295966731	31	uniform	1	2116.15321445465
ENSG00000162517.8	PEF1	0.0088716203629736	11	distance	3	1949.4041903019
ENSG00000162368.9	CMPK1	0.0504335137016815	27	distance	1	2365.46053647995
ENSG00000116212.10	LRRC42	0.014051898894452	25	distance	2	2619.72644519806
ENSG00000116497.13	S100PBP	-0.00602969159177409	31	uniform	3	1627.46714711189
ENSG00000172410.4	INSL5	-0.0528098922183636	31	distance	1	2606.15280008316
ENSG00000142856.12	ITGB3BP	0.351720243155164	7	distance	1	2650.23642754555
ENSG00000084073.4	ZMPSTE24	-0.0389238751105185	31	distance	1	2135.87561750412
ENSG00000065978.13	YBX1	0.00370484011397112	31	uniform	3	2344.78199458122
ENSG00000174574.11	AKIRIN1	0.0124631978968466	29	distance	1	1901.59828424454
ENSG00000132122.7	SPATA6	-0.0460646718760757	21	uniform	3	1919.88747835159
ENSG00000162604.8	TM2D1	0.011531453499744	31	uniform	3	2482.96240830421
ENSG00000163866.8	SMIM12	-0.0273677107671272	31	distance	3	1993.47416496277
ENSG00000085998.9	POMGNT1	-0.0504142759017677	31	distance	1	2001.05223870277
ENSG00000183317.12	EPHA10	-0.0167139838545183	31	uniform	1	2019.00595211983
ENSG00000117481.5	NSUN4	-0.0199952270332825	29	uniform	2	2199.29420042038
ENSG00000197982.11	C1orf122	0.15037590787959	25	distance	1	1948.41675305367
ENSG00000126088.8	UROD	0.107201115867737	11	distance	3	1729.82437348366
ENSG00000159214.8	CCDC24	0.050499435473281	25	uniform	1	2061.42216134071
ENSG00000117834.8	SLC5A9	-0.0194378105343218	19	uniform	3	1909.79778075218
ENSG00000116717.7	GADD45A	-0.0235187685061316	31	uniform	1	2572.41365551949
ENSG00000134717.13	BTF3L4	0.0284182868351838	21	uniform	3	1417.8071641922
ENSG00000187815.5	ZFP69	-0.0480827495563189	31	distance	3	2302.13553190231
ENSG00000160050.10	CCDC28B	-0.0132083931349094	31	uniform	2	1749.08686161041
ENSG00000163875.11	MEAF6	0.0103585582350944	15	uniform	1	1947.39522361755
ENSG00000214114.4	MYCBP	-0.0466148368507144	21	distance	1	1913.33323431015
ENSG00000117408.6	IPO13	-0.0105659989684075	27	uniform	1	2114.43208837509
ENSG00000213625.4	LEPROT	0.099263561720491	17	distance	3	2253.47442531586
ENSG00000162390.13	ACOT11	0.00576801842042991	17	uniform	3	2614.69966602325
ENSG00000085832.12	EPS15	0.033763703631092	25	distance	3	1139.65027141571
ENSG00000132780.12	NASP	0.0107353276609539	25	uniform	1	1765.22723817825
ENSG00000204084.8	INPP5B	0.0246714621624167	31	uniform	2	2107.64677524567
ENSG00000162378.8	ZYG11B	0.122443207229592	29	uniform	1	2124.38191008568
ENSG00000162599.11	NFIA	-0.0313103637981711	29	uniform	3	3085.32687306404
ENSG00000134744.9	ZCCHC11	-0.023958091449777	29	distance	3	1985.60519909859
ENSG00000116871.11	MAP7D1	-0.0172216586877241	27	uniform	2	1649.91970920563
ENSG00000253313.1	C1orf210	-0.0640439071154062	29	uniform	3	2272.33970594406
ENSG00000081870.7	HSPB11	-0.0240534604471639	19	uniform	1	2591.10419034958
ENSG00000134684.6	YARS	-0.0401798175040266	31	distance	1	1523.559892416
ENSG00000157216.11	SSBP3	0.0113136449348213	29	distance	2	2651.13350725174
ENSG00000084070.7	SMAP2	-0.0267860498127407	23	distance	1	2211.22018742561
ENSG00000054118.9	THRAP3	-0.0139621831344961	31	uniform	3	1725.65248465538
ENSG00000118454.8	ANKRD13C	-0.0196496510860374	27	uniform	1	2303.15608906746
ENSG00000163874.8	ZC3H12A	-0.0039148622509146	31	uniform	2	1988.75821399689
ENSG00000162433.10	AK4	0.0515323149486928	31	distance	1	2475.69676971436
ENSG00000066322.8	ELOVL1	-0.0112957212051725	31	distance	2	2254.29564213753
ENSG00000196182.6	STK40	-0.0209390653124318	29	distance	1	1737.84374189377
ENSG00000183431.7	SF3A3	0.0183672120309768	17	distance	1	2110.02354431152
ENSG00000117054.9	ACADM	0.151212764128376	23	distance	2	2749.42479228973
ENSG00000116157.5	GPX7	0.139033437149787	29	distance	2	1954.2457909584
ENSG00000123472.8	ATPAF1	0.135424000403714	31	distance	3	2259.87002491951
ENSG00000172456.12	FGGY	0.0104577410493283	13	distance	3	2759.75814056396
ENSG00000184588.13	PDE4B	-0.0648324650818115	31	uniform	1	3148.71777319908
ENSG00000117450.9	PRDX1	0.0446903506180814	29	distance	1	1705.50923347473
ENSG00000183520.7	UTP11L	0.0204029864719681	21	distance	1	2129.76705694199
ENSG00000162407.8	PPAP2B	-0.0181001487370752	27	uniform	1	2905.82075810432
ENSG00000178028.9	DMAP1	-0.0153480356197382	31	distance	1	1841.35836291313
ENSG00000142694.6	EVA1B	-0.0143408652131165	31	distance	2	1660.12674593925
ENSG00000160058.14	BSDC1	-0.0291493481627606	29	uniform	3	1633.32112193108
ENSG00000142686.7	C1orf216	0.0412302190577481	31	distance	3	1317.85176277161
ENSG00000079277.15	MKNK1	-0.00515539596479953	31	uniform	2	2318.56272172928
ENSG00000116641.11	DOCK7	0.204869911562367	31	distance	1	3027.34793615341
ENSG00000164010.9	ERMAP	0.0286105036464491	31	distance	2	2374.63032913208
ENSG00000117410.9	ATP6V0B	-0.00676210388304144	29	distance	2	2101.72708702087
ENSG00000123080.6	CDKN2C	-0.0360739938469942	29	distance	3	1219.37283444405
ENSG00000123091.4	RNF11	-0.042771642744739	29	distance	1	1210.49762511253
ENSG00000070759.12	TESK2	-0.0168506493173366	31	distance	3	1895.87358689308
ENSG00000117385.11	LEPRE1	0.0195669138563492	17	uniform	2	2405.44700074196
ENSG00000116560.6	SFPQ	-0.022293150211275	31	uniform	3	1613.22121405602
ENSG00000117419.10	ERI3	-0.0120884884416615	29	distance	2	1844.51713705063
ENSG00000117010.11	ZNF684	-0.0686666238237342	31	uniform	1	2320.440076828
ENSG00000162600.7	OMA1	0.113659995913555	31	distance	2	2835.91019868851
ENSG00000116922.9	C1orf109	0.0201835703593637	31	uniform	3	2046.05505919456
ENSG00000162521.14	RBBP4	0.0224962619432537	19	distance	1	1546.5517334938
ENSG00000132773.7	TOE1	-0.0241597118140961	31	distance	3	1638.68071818352
ENSG00000078618.15	NRD1	-0.0094195941598908	27	uniform	1	1247.94574642181
ENSG00000181817.5	LSM10	-0.0156560045987319	31	distance	1	1627.65364217758
ENSG00000116954.7	RRAGC	-0.0151166332571667	27	uniform	2	1842.70056772232
ENSG00000164008.9	C1orf50	0.016601395998078	31	uniform	1	2328.22921085358
ENSG00000117411.12	B4GALT2	-0.0510872157186131	29	uniform	2	2020.04919934273
ENSG00000116205.6	TCEANC2	0.0256735219892654	29	distance	2	2580.44664597511
ENSG00000197568.9	HHLA3	-0.0302791776235652	31	distance	3	2181.59880876541
ENSG00000198160.10	MIER1	0.0412620635922411	31	distance	3	2564.8645222187
ENSG00000116985.6	BMP8B	-0.052216084688831	27	uniform	2	2068.42903709412
ENSG00000116171.12	SCP2	0.174479070053351	17	distance	1	2118.78018689156
ENSG00000126070.14	AGO3	-0.035387887140566	27	distance	2	1497.87675905228
ENSG00000159596.6	TMEM69	0.0331455434563165	29	uniform	3	1685.84966754913
ENSG00000088035.11	ALG6	0.0213465917219684	31	uniform	1	2488.28988361359
ENSG00000187147.13	RNF220	-0.0701406825744533	31	distance	1	1874.63943266869
ENSG00000162377.4	SELRC1	0.0664360659740975	25	uniform	1	1992.09297823906
ENSG00000162434.7	JAK1	-0.033683660896394	31	distance	3	2397.66159486771
ENSG00000116221.11	MRPL37	-0.0328164055999504	23	distance	1	2317.12142133713
ENSG00000203965.8	EFCAB7	-0.00350888653957813	29	distance	3	2431.65325403214
ENSG00000066136.15	NFYC	-0.0222644055565471	31	distance	1	2237.12942481041
ENSG00000121774.12	KHDRBS1	-0.026315353944354	31	uniform	1	1799.09029531479
ENSG00000142864.10	SERBP1	-0.0478153921133043	25	uniform	1	2639.96262645721
ENSG00000004455.12	AK2	0.0351151488554594	31	uniform	1	1727.89992380142
ENSG00000084652.11	TXLNA	-0.0432035899482744	31	distance	1	1664.30395889282
ENSG00000126091.15	ST3GAL3	-0.0285614344169802	31	uniform	1	2277.19265580177
ENSG00000126107.10	HECTD3	-0.0275111385490364	31	uniform	1	1645.61366438866
ENSG00000132781.12	MUTYH	-0.0260564013645432	31	uniform	2	1587.29378533363
ENSG00000188786.9	MTF1	-0.0131128300052147	29	distance	2	1954.77992463112
ENSG00000240563.1	L1TD1	0.0450917408001543	23	distance	3	2600.97401618958
ENSG00000177868.7	CCDC23	0.106618731404899	19	distance	2	2253.51842665672
ENSG00000160094.10	ZNF362	0.0286129330380127	31	uniform	1	1851.92699623108
ENSG00000142937.7	RPS8	-0.0147664961236461	25	uniform	1	1689.63858318329
